"URI","Label","Definition","Notation","Status","AcceptedDate","owl:sameAs"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/6510","Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)","","6510","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10137"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/6520","Mountain hay meadows","","6520","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10138"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/6530","Fennoscandian wooded meadows","","6530","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10139"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7100","Sphagnum acid bogs","","7100","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10141"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7110","Active raised bogs","","7110","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10142"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7120","Degraded raised bogs still capable of natural regeneration","","7120","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10143"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7130","Blanket bogs (* if active bog)","","7130","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10144"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7140","Transition mires and quaking bogs","","7140","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10145"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7150","Depressions on peat substrates of the Rhynchosporion","","7150","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10146"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7160","Fennoscandian mineral-rich springs and springfens","","7160","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10147"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7200","Calcareous fens","","7200","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10148"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7210","Calcareous fens with Cladium mariscus and species of the Caricion davallianae","","7210","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10149"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7220","Petrifying springs with tufa formation (Cratoneurion)","","7220","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10150"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7230","Alkaline fens","","7230","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10151"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7240","Alpine pioneer formations of the Caricion bicoloris-atrofuscae","","7240","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10152"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7300","Boreal mires","","7300","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10153"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7310","Aapa mires","","7310","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10154"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/7320","Palsa mires","","7320","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10155"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8100","Scree","","8100","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10157"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8110","Siliceous scree of the montane to snow levels (Androsacetalia alpinae and Galeopsietalia ladani)","","8110","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10158"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8120","Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii)","","8120","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10159"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8130","Western Mediterranean and thermophilous scree","","8130","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10160"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8140","Eastern Mediterranean screes","","8140","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10161"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8150","Medio-European upland siliceous screes","","8150","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10162"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8160","Medio-European calcareous scree of hill and montane levels","","8160","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10163"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8200","Rocky slopes with chasmophytic vegetation","","8200","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10164"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8210","Calcareous rocky slopes with chasmophytic vegetation","","8210","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10165"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8220","Siliceous rocky slopes with chasmophytic vegetation","","8220","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10166"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8230","Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii","","8230","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10167"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8240","Limestone pavements","","8240","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10168"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8300","Other rocky habitats","","8300","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10169"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8310","Caves not open to the public","","8310","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10170"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8320","Fields of lava and natural excavations","","8320","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10171"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8330","Submerged or partially submerged sea caves","","8330","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10172"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/8340","Permanent glaciers","","8340","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10173"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9000","Forests of Boreal Europe","","9000","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10175"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9010","Western Taïga","","9010","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10176"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9020","Fennoscandian hemiboreal natural old broad-leaved deciduous forests (Quercus, Tilia, Acer, Fraxinus or Ulmus) rich in epiphytes","","9020","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10177"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9030","Natural forests of primary succession stages of landupheaval coast","","9030","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10178"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9040","Nordic subalpine/subarctic forests with Betula pubescens ssp czerepanovii","","9040","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10179"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9050","Fennoscandian herb-rich forests with Picea abies","","9050","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10180"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9060","Coniferous forests on, or connected to, glaciofluvial eskers","","9060","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10181"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9070","Fennoscandian wooded pastures","","9070","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10182"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9080","Fennoscandian deciduous swamp woods","","9080","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10183"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9100","Forests of Temperate Europe","","9100","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10184"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9110","Luzulo-Fagetum beech forests","","9110","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10185"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9120","Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercion robori-petraeae or Ilici-Fagenion)","","9120","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10186"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9130","Asperulo-Fagetum beech forests","","9130","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10187"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9140","Medio-European subalpine beech woods with Acer and Rumex arifolius","","9140","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10188"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9150","Medio-European limestone beech forests of the Cephalanthero-Fagion","","9150","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10189"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9160","Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli","","9160","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10190"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9170","Galio-Carpinetum oak-hornbeam forests","","9170","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10191"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9180","Tilio-Acerion forests of slopes, screes and ravines","","9180","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10192"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9190","Old acidophilous oak woods with Quercus robur on sandy plains","","9190","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10193"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91A0","Old sessile oak woods with Ilex and Blechnum in the British Isles","","91A0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10194"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91AA","Eastern white oak woods","","91AA","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10270"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91B0","Thermophilous Fraxinus angustifolia woods","","91B0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10195"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91BA","Moesian silver fir forests","","91BA","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10271"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91C0","Caledonian forest","","91C0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10196"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91CA","Rhodopide and Balkan Range Scots pine forests","","91CA","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10272"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91D0","Bog woodland","","91D0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10197"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91E0","Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)","","91E0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10198"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91F0","Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)","","91F0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10199"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91G0","Pannonic woods with Quercus petraea and Carpinus betulus","","91G0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10200"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91H0","Pannonian woods with Quercus pubescens","","91H0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10201"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91I0","Euro-Siberian steppic woods with Quercus spp","","91I0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10202"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91J0","Taxus baccata woods of the British Isles","","91J0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10203"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91K0","Illyrian Fagus sylvatica forests (Aremonio-Fagion)","","91K0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10247"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91L0","Illyrian oak-hornbeam forests (Erythronio-carpinion)","","91L0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10248"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91M0","Pannonian-Balkanic turkey oak –sessile oak forests","","91M0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10249"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91N0","Pannonic inland sand dune thicket (Junipero-Populetum albae)","","91N0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10250"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91P0","Holy Cross fir forest (Abietetum polonicum)","","91P0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10251"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91Q0","Western Carpathian calcicolous Pinus sylvestris forests","","91Q0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10252"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91R0","Dinaric dolomite Scots pine forests (Genisto januensis-Pinetum)","","91R0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10253"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91S0","Western Pontic beech forests","","91S0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10265"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91T0","Central European lichen scots pine forests","","91T0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10254"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91U0","Sarmatic steppe pine forest","","91U0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10255"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91V0","Dacian Beech forests (Symphyto-Fagion)","","91V0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10256"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91W0","Moesian beech forests","","91W0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10266"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91X0","Dobrogean beech forests","","91X0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10267"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91Y0","Dacian oak & hornbeam forests","","91Y0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10268"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/91Z0","Moesian silver lime woods","","91Z0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10269"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9200","Mediterranean deciduous forests","","9200","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10204"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9210","Apeninne beech forests with Taxus and Ilex","","9210","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10205"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9220","Apennine beech forests with Abies alba and beech forests with Abies nebrodensis","","9220","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10206"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9230","Galicio-Portuguese oak woods with Quercus robur and Quercus pyrenaica","","9230","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10207"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9240","Quercus faginea and Quercus canariensis Iberian woods","","9240","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10208"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9250","Quercus trojana woods","","9250","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10209"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9260","Castanea sativa woods","","9260","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10210"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9270","Hellenic beech forests with Abies borisii-regis","","9270","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10211"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9280","Quercus frainetto woods","","9280","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10212"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9290","Cupressus forests (Acero-Cupression)","","9290","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10213"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/92A0","Salix alba and Populus alba galleries","","92A0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10214"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/92B0","Riparian formations on intermittent Mediterranean water courses with Rhododendron ponticum, Salix and others","","92B0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10215"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/92C0","Platanus orientalis and Liquidambar orientalis woods (Platanion orientalis)","","92C0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10216"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/92D0","Southern riparian galleries and thickets (Nerio-Tamaricetea and Securinegion tinctoriae)","","92D0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10217"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9300","Mediterranean sclerophyllous forests","","9300","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10218"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9310","Aegean Quercus brachyphylla woods","","9310","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10219"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9320","Olea and Ceratonia forests","","9320","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10220"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9330","Quercus suber forests","","9330","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10221"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9340","Quercus ilex and Quercus rotundifolia forests","","9340","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10222"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9350","Quercus macrolepis forests","","9350","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10223"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9360","Macaronesian laurel forests (Laurus, Ocotea)","","9360","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10224"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9370","Palm groves of Phoenix","","9370","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10225"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9380","Forests of Ilex aquifolium","","9380","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10226"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9390","Scrub and low forest vegetation with Quercus alnifolia","","9390","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10257"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/93A0","Woodlands with Quercus infectoria (Anagyro foetidae-Quercetum infectoriae)","","93A0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10258"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9400","Temperate mountainous coniferous forests","","9400","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10227"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9410","Acidophilous Picea forests of the montane to alpine levels (Vaccinio-Piceetea)","","9410","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10228"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9420","Alpine Larix decidua and/or Pinus cembra forests","","9420","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10229"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9430","Subalpine and montane Pinus uncinata forests (* if on gypsum or limestone)","","9430","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10230"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9500","Mediterranean and Macaronesian mountainous coniferous forests","","9500","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10231"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9510","Southern Apennine Abies alba forests","","9510","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10232"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9520","Abies pinsapo forests","","9520","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10233"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9530","(Sub-) Mediterranean pine forests with endemic black pines","","9530","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10234"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9540","Mediterranean pine forests with endemic Mesogean pines","","9540","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10235"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9550","Canary Island endemic pine forests","","9550","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10236"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9560","Endemic forests with Juniperus spp","","9560","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10237"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9570","Tetraclinis articulata forests","","9570","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10238"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9580","Mediterranean Taxus baccata woods","","9580","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10239"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/9590","Cedrus brevifolia forests (Cedrosetum brevifoliae)","","9590","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10259"
"http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/95A0","High oro-Mediterranean pine forests","","95A0","valid","2013-08-07","http://eunis.eea.europa.eu/habitats/10273"
