taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate,scenario
3642338,Bunium alpinum,Csa,Hot-summer Mediterranean climate,17,71,0.23943661971830985,2076-2100-A1FI
8078925,Gunnera manicata,Cfb,Temperate oceanic climate,59,90,0.6555555555555556,2071-2100_Beck
8078925,Gunnera manicata,Cfb,Temperate oceanic climate,59,90,0.6555555555555556,2001-2025-A1FI
8078925,Gunnera manicata,Cfb,Temperate oceanic climate,59,90,0.6555555555555556,2026-2050-A1FI
8078925,Gunnera manicata,Cfb,Temperate oceanic climate,59,90,0.6555555555555556,2051-2075-A1FI
5391454,Calendula stellata,Csa,Hot-summer Mediterranean climate,37,48,0.7708333333333334,2076-2100-A1FI
7617613,Aster dumosus,Cfa,Humid subtropical climate,32,94,0.3404255319148936,2071-2100_Beck
5415355,Hygrophila polysperma,Cfa,Humid subtropical climate,44,90,0.4888888888888889,2071-2100_Beck
7617613,Aster dumosus,Cfa,Humid subtropical climate,32,94,0.3404255319148936,2051-2075-A1FI
5415355,Hygrophila polysperma,Cfa,Humid subtropical climate,44,90,0.4888888888888889,2051-2075-A1FI
7617613,Aster dumosus,Cfa,Humid subtropical climate,32,94,0.3404255319148936,2076-2100-A1FI
5415355,Hygrophila polysperma,Cfa,Humid subtropical climate,44,90,0.4888888888888889,2076-2100-A1FI
2965516,Medicago soleirolii,Csa,Hot-summer Mediterranean climate,28,51,0.5490196078431373,2076-2100-A1FI
5584307,Silene crassipes,Csa,Hot-summer Mediterranean climate,54,60,0.9,2076-2100-A1FI
5410186,Campanula fragilis,Csa,Hot-summer Mediterranean climate,36,84,0.42857142857142855,2076-2100-A1FI
3113479,Cirsium scabrum,Csa,Hot-summer Mediterranean climate,39,40,0.975,2076-2100-A1FI
8313325,Pelargonium odoratissimum,Cfb,Temperate oceanic climate,15,74,0.20270270270270271,2071-2100_Beck
5689983,Sedum confusum,Cfb,Temperate oceanic climate,54,72,0.75,2071-2100_Beck
8313325,Pelargonium odoratissimum,Cfb,Temperate oceanic climate,15,74,0.20270270270270271,2001-2025-A1FI
5689983,Sedum confusum,Cfb,Temperate oceanic climate,54,72,0.75,2001-2025-A1FI
8313325,Pelargonium odoratissimum,Cfb,Temperate oceanic climate,15,74,0.20270270270270271,2026-2050-A1FI
5689983,Sedum confusum,Cfb,Temperate oceanic climate,54,72,0.75,2026-2050-A1FI
8313325,Pelargonium odoratissimum,Cfb,Temperate oceanic climate,15,74,0.20270270270270271,2051-2075-A1FI
5689983,Sedum confusum,Cfb,Temperate oceanic climate,54,72,0.75,2051-2075-A1FI
7411302,Sempervivum funckii,Cfb,Temperate oceanic climate,19,30,0.6333333333333333,2071-2100_Beck
5586656,Silene linicola,Cfb,Temperate oceanic climate,2,5,0.4,2071-2100_Beck
7411302,Sempervivum funckii,Cfb,Temperate oceanic climate,19,30,0.6333333333333333,2001-2025-A1FI
5586656,Silene linicola,Cfb,Temperate oceanic climate,2,5,0.4,2001-2025-A1FI
7411302,Sempervivum funckii,Cfb,Temperate oceanic climate,19,30,0.6333333333333333,2026-2050-A1FI
5586656,Silene linicola,Cfb,Temperate oceanic climate,2,5,0.4,2026-2050-A1FI
7411302,Sempervivum funckii,Cfb,Temperate oceanic climate,19,30,0.6333333333333333,2051-2075-A1FI
5586656,Silene linicola,Cfb,Temperate oceanic climate,2,5,0.4,2051-2075-A1FI
7547194,Azolla mexicana,Cfa,Humid subtropical climate,23,44,0.5227272727272727,2071-2100_Beck
7547194,Azolla mexicana,Cfa,Humid subtropical climate,23,44,0.5227272727272727,2051-2075-A1FI
3128245,Centaurea acaulis,Csa,Hot-summer Mediterranean climate,31,53,0.5849056603773585,2076-2100-A1FI
7547194,Azolla mexicana,Cfa,Humid subtropical climate,23,44,0.5227272727272727,2076-2100-A1FI
3636786,Lilaeopsis brasiliensis,Cfb,Temperate oceanic climate,9,21,0.42857142857142855,2071-2100_Beck
3636786,Lilaeopsis brasiliensis,Cfb,Temperate oceanic climate,9,21,0.42857142857142855,2001-2025-A1FI
3636786,Lilaeopsis brasiliensis,Cfb,Temperate oceanic climate,9,21,0.42857142857142855,2026-2050-A1FI
3636786,Lilaeopsis brasiliensis,Cfb,Temperate oceanic climate,9,21,0.42857142857142855,2051-2075-A1FI
4152614,Cornucopiae cucullatum,Csa,Hot-summer Mediterranean climate,21,26,0.8076923076923077,2076-2100-A1FI
2974959,Vicia leucantha,Csa,Hot-summer Mediterranean climate,17,30,0.5666666666666667,2076-2100-A1FI
5376435,Diplotaxis tenuisiliqua,Cfb,Temperate oceanic climate,5,21,0.23809523809523808,2071-2100_Beck
2890512,Geranium reflexum,Cfb,Temperate oceanic climate,9,39,0.23076923076923078,2071-2100_Beck
5376435,Diplotaxis tenuisiliqua,Cfb,Temperate oceanic climate,5,21,0.23809523809523808,2001-2025-A1FI
2890512,Geranium reflexum,Cfb,Temperate oceanic climate,9,39,0.23076923076923078,2001-2025-A1FI
5376435,Diplotaxis tenuisiliqua,Cfb,Temperate oceanic climate,5,21,0.23809523809523808,2026-2050-A1FI
2890512,Geranium reflexum,Cfb,Temperate oceanic climate,9,39,0.23076923076923078,2026-2050-A1FI
5376435,Diplotaxis tenuisiliqua,Cfb,Temperate oceanic climate,5,21,0.23809523809523808,2051-2075-A1FI
2890512,Geranium reflexum,Cfb,Temperate oceanic climate,9,39,0.23076923076923078,2051-2075-A1FI
5376435,Diplotaxis tenuisiliqua,Csa,Hot-summer Mediterranean climate,5,21,0.23809523809523808,2076-2100-A1FI
8279073,Rubus fissipetalus,Cfb,Temperate oceanic climate,3,3,1,2071-2100_Beck
8279073,Rubus fissipetalus,Cfb,Temperate oceanic climate,3,3,1,2001-2025-A1FI
8279073,Rubus fissipetalus,Cfb,Temperate oceanic climate,3,3,1,2026-2050-A1FI
8279073,Rubus fissipetalus,Cfb,Temperate oceanic climate,3,3,1,2051-2075-A1FI
7978078,Oenothera grandiflora,Cfa,Humid subtropical climate,8,21,0.38095238095238093,2071-2100_Beck
5377794,Aurinia sinuata,Cfa,Humid subtropical climate,10,26,0.38461538461538464,2071-2100_Beck
7978078,Oenothera grandiflora,Cfa,Humid subtropical climate,8,21,0.38095238095238093,2051-2075-A1FI
5377794,Aurinia sinuata,Cfa,Humid subtropical climate,10,26,0.38461538461538464,2051-2075-A1FI
5377794,Aurinia sinuata,Csa,Hot-summer Mediterranean climate,10,26,0.38461538461538464,2076-2100-A1FI
7978078,Oenothera grandiflora,Cfa,Humid subtropical climate,8,21,0.38095238095238093,2076-2100-A1FI
5690334,Sedum multiceps,Csa,Hot-summer Mediterranean climate,24,41,0.5853658536585366,2076-2100-A1FI
5377794,Aurinia sinuata,Cfa,Humid subtropical climate,10,26,0.38461538461538464,2076-2100-A1FI
3107413,Senecio platensis,Cfa,Humid subtropical climate,26,31,0.8387096774193549,2071-2100_Beck
3107413,Senecio platensis,Cfa,Humid subtropical climate,26,31,0.8387096774193549,2051-2075-A1FI
5347589,Genista numidica,Csa,Hot-summer Mediterranean climate,21,25,0.84,2076-2100-A1FI
3107413,Senecio platensis,Cfa,Humid subtropical climate,26,31,0.8387096774193549,2076-2100-A1FI
2771938,Bellevalia ciliata,Csa,Hot-summer Mediterranean climate,10,18,0.5555555555555556,2076-2100-A1FI
7604700,Centaurea ragusina,Csa,Hot-summer Mediterranean climate,17,24,0.7083333333333334,2076-2100-A1FI
3640820,Pimpinella lutea,Csa,Hot-summer Mediterranean climate,9,27,0.3333333333333333,2076-2100-A1FI
5346614,Astragalus odoratus,Cfb,Temperate oceanic climate,5,16,0.3125,2071-2100_Beck
5346614,Astragalus odoratus,Cfb,Temperate oceanic climate,5,16,0.3125,2001-2025-A1FI
5346614,Astragalus odoratus,Cfb,Temperate oceanic climate,5,16,0.3125,2026-2050-A1FI
5346614,Astragalus odoratus,Cfb,Temperate oceanic climate,5,16,0.3125,2051-2075-A1FI
5356877,Lotus biflorus,Csa,Hot-summer Mediterranean climate,20,20,1,2076-2100-A1FI
5346614,Astragalus odoratus,Csa,Hot-summer Mediterranean climate,4,16,0.25,2076-2100-A1FI
2856009,Allium atropurpureum,Cfb,Temperate oceanic climate,7,17,0.4117647058823529,2071-2100_Beck
2856009,Allium atropurpureum,Cfb,Temperate oceanic climate,7,17,0.4117647058823529,2001-2025-A1FI
2856009,Allium atropurpureum,Cfb,Temperate oceanic climate,7,17,0.4117647058823529,2026-2050-A1FI
2856009,Allium atropurpureum,Cfb,Temperate oceanic climate,7,17,0.4117647058823529,2051-2075-A1FI
3828885,Erodium alnifolium,Csa,Hot-summer Mediterranean climate,5,7,0.7142857142857143,2076-2100-A1FI
5584525,Silene cinerea,Csa,Hot-summer Mediterranean climate,6,7,0.8571428571428571,2076-2100-A1FI
8406548,Centaurea sonchifolia,Csa,Hot-summer Mediterranean climate,16,18,0.8888888888888888,2076-2100-A1FI
5296365,Sisyrinchium laxum,Cfa,Humid subtropical climate,4,12,0.3333333333333333,2071-2100_Beck
5296365,Sisyrinchium laxum,Cfb,Temperate oceanic climate,4,12,0.3333333333333333,2071-2100_Beck
5296365,Sisyrinchium laxum,Cfb,Temperate oceanic climate,4,12,0.3333333333333333,2001-2025-A1FI
5296365,Sisyrinchium laxum,Cfb,Temperate oceanic climate,4,12,0.3333333333333333,2026-2050-A1FI
5296365,Sisyrinchium laxum,Cfa,Humid subtropical climate,4,12,0.3333333333333333,2051-2075-A1FI
5296365,Sisyrinchium laxum,Cfb,Temperate oceanic climate,4,12,0.3333333333333333,2051-2075-A1FI
3042836,Brassica procumbens,Csa,Hot-summer Mediterranean climate,7,11,0.6363636363636364,2076-2100-A1FI
5296365,Sisyrinchium laxum,Cfa,Humid subtropical climate,4,12,0.3333333333333333,2076-2100-A1FI
5290164,Phyllostachys flexuosa,Cfa,Humid subtropical climate,5,12,0.4166666666666667,2071-2100_Beck
7554313,Primula rosea,Cfb,Temperate oceanic climate,2,10,0.2,2071-2100_Beck
7554313,Primula rosea,Cfb,Temperate oceanic climate,2,10,0.2,2001-2025-A1FI
7554313,Primula rosea,Cfb,Temperate oceanic climate,2,10,0.2,2026-2050-A1FI
5290164,Phyllostachys flexuosa,Cfa,Humid subtropical climate,5,12,0.4166666666666667,2051-2075-A1FI
7554313,Primula rosea,Cfb,Temperate oceanic climate,2,10,0.2,2051-2075-A1FI
5290164,Phyllostachys flexuosa,Cfa,Humid subtropical climate,5,12,0.4166666666666667,2076-2100-A1FI
5290164,Phyllostachys flexuosa,Csa,Hot-summer Mediterranean climate,3,12,0.25,2076-2100-A1FI
8336087,Senecio grandiflorus,Cfb,Temperate oceanic climate,1,5,0.2,2071-2100_Beck
8336087,Senecio grandiflorus,Cfb,Temperate oceanic climate,1,5,0.2,2001-2025-A1FI
8336087,Senecio grandiflorus,Cfb,Temperate oceanic climate,1,5,0.2,2026-2050-A1FI
8336087,Senecio grandiflorus,Cfb,Temperate oceanic climate,1,5,0.2,2051-2075-A1FI
5356964,Lotus drepanocarpus,Csa,Hot-summer Mediterranean climate,9,13,0.6923076923076923,2076-2100-A1FI
7667785,Diplotaxis assurgens,Csa,Hot-summer Mediterranean climate,2,3,0.6666666666666666,2076-2100-A1FI
7665138,Cochlearia glastifolia,Csa,Hot-summer Mediterranean climate,4,4,1,2076-2100-A1FI
3045137,Alyssum wierzbickii,Cfb,Temperate oceanic climate,1,1,1,2071-2100_Beck
3045137,Alyssum wierzbickii,Cfb,Temperate oceanic climate,1,1,1,2001-2025-A1FI
3045137,Alyssum wierzbickii,Cfb,Temperate oceanic climate,1,1,1,2026-2050-A1FI
3045137,Alyssum wierzbickii,Cfb,Temperate oceanic climate,1,1,1,2051-2075-A1FI
8263912,Fumaria martinii,Cfb,Temperate oceanic climate,4,9,0.4444444444444444,2071-2100_Beck
3667667,Oenothera compacta,Cfb,Temperate oceanic climate,3,3,1,2071-2100_Beck
8263912,Fumaria martinii,Cfb,Temperate oceanic climate,4,9,0.4444444444444444,2001-2025-A1FI
3667667,Oenothera compacta,Cfb,Temperate oceanic climate,3,3,1,2001-2025-A1FI
8263912,Fumaria martinii,Cfb,Temperate oceanic climate,4,9,0.4444444444444444,2026-2050-A1FI
3667667,Oenothera compacta,Cfb,Temperate oceanic climate,3,3,1,2026-2050-A1FI
8263912,Fumaria martinii,Cfb,Temperate oceanic climate,4,9,0.4444444444444444,2051-2075-A1FI
3667667,Oenothera compacta,Cfb,Temperate oceanic climate,3,3,1,2051-2075-A1FI
8120287,Hibiscus palustris,Cfa,Humid subtropical climate,1,4,0.25,2071-2100_Beck
8120287,Hibiscus palustris,Cfb,Temperate oceanic climate,1,4,0.25,2071-2100_Beck
8120287,Hibiscus palustris,Cfb,Temperate oceanic climate,1,4,0.25,2001-2025-A1FI
8120287,Hibiscus palustris,Cfb,Temperate oceanic climate,1,4,0.25,2026-2050-A1FI
8120287,Hibiscus palustris,Cfa,Humid subtropical climate,1,4,0.25,2051-2075-A1FI
8120287,Hibiscus palustris,Cfb,Temperate oceanic climate,1,4,0.25,2051-2075-A1FI
8120287,Hibiscus palustris,Cfa,Humid subtropical climate,1,4,0.25,2076-2100-A1FI
8120287,Hibiscus palustris,Csa,Hot-summer Mediterranean climate,2,4,0.5,2076-2100-A1FI
3044966,Alyssum scutigerum,Csa,Hot-summer Mediterranean climate,1,2,0.5,2076-2100-A1FI
8038166,Knautia degenii,Cfb,Temperate oceanic climate,3,3,1,2071-2100_Beck
8038166,Knautia degenii,Cfb,Temperate oceanic climate,3,3,1,2001-2025-A1FI
8038166,Knautia degenii,Cfb,Temperate oceanic climate,3,3,1,2026-2050-A1FI
8038166,Knautia degenii,Cfb,Temperate oceanic climate,3,3,1,2051-2075-A1FI
3664928,Oenothera italica,Csa,Hot-summer Mediterranean climate,2,3,0.6666666666666666,2076-2100-A1FI
8131641,Juncus glaucus,Cfb,Temperate oceanic climate,1,1,1,2071-2100_Beck
8131641,Juncus glaucus,Cfb,Temperate oceanic climate,1,1,1,2001-2025-A1FI
8131641,Juncus glaucus,Cfb,Temperate oceanic climate,1,1,1,2026-2050-A1FI
8131641,Juncus glaucus,Cfb,Temperate oceanic climate,1,1,1,2051-2075-A1FI
