taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate
2778457,Asphodelus albus,BSh,Hot semi-arid (steppe) climate,1,12221,8.182636445462728e-5
3084923,Alternanthera philoxeroides,BWh,Hot deserts climate,1,4962,2.0153164046755341e-4
2778457,Asphodelus albus,BWh,Hot deserts climate,1,12221,8.182636445462728e-5
2778457,Asphodelus albus,BWk,Cold desert climate,7,12221,5.72784551182391e-4
8810827,Nymphoides peltata,Cfa,Humid subtropical climate,122,18929,0.00644513709123567
8810827,Nymphoides peltata,Dfc,Subarctic climate,50,18929,0.0026414496275556027
8810827,Nymphoides peltata,Dwc,Monsoon-influenced subarctic climate,25,18929,0.0013207248137778013
8810827,Nymphoides peltata,Cfb,Temperate oceanic climate,16557,18929,0.8746896296687622
8810827,Nymphoides peltata,Cwa,Monsoon-influenced humid subtropical climate,6,18929,3.169739553066723e-4
8810827,Nymphoides peltata,Dfb,Warm-summer humid continental climate,1813,18929,0.09577896349516615
8810827,Nymphoides peltata,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,12,18929,6.339479106133447e-4
8810827,Nymphoides peltata,NA,NA,8,18929,4.226319404088964e-4
8810827,Nymphoides peltata,Csa,Hot-summer Mediterranean climate,59,18929,0.003116910560515611
8810827,Nymphoides peltata,Csb,Warm-summer Mediterranean climate,46,18929,0.002430133657351154
8810827,Nymphoides peltata,Dsc,Dry-summer regular subarctic climate,3,18929,1.5848697765333616e-4
8810827,Nymphoides peltata,Dfa,Hot-summer humid continental climate,121,18929,0.006392308098684558
8810827,Nymphoides peltata,BSk,Cold semi-arid (steppe) climate,44,18929,0.00232447567224893
8810827,Nymphoides peltata,Dwb,Monsoon-influenced warm-summer humid continental climate,18,18929,9.509218659200169e-4
8810827,Nymphoides peltata,Dwa,Monsoon-influenced hot-summer humid continental climate,26,18929,0.0013735538063289134
8810827,Nymphoides peltata,Cfc,Subpolar oceanic climate,6,18929,3.169739553066723e-4
8810827,Nymphoides peltata,ET,Tundra,1,18929,5.282899255111205e-5
8810827,Nymphoides peltata,Af,Tropical rainforest climate,1,18929,5.282899255111205e-5
8810827,Nymphoides peltata,BWk,Cold desert climate,10,18929,5.282899255111205e-4
8810827,Nymphoides peltata,BSh,Hot semi-arid (steppe) climate,1,18929,5.282899255111205e-5
5290003,Digitaria ischaemum,Dfa,Hot-summer humid continental climate,292,14765,0.019776498476125972
5290003,Digitaria ischaemum,Dfb,Warm-summer humid continental climate,3085,14765,0.20894006095496107
5290003,Digitaria ischaemum,Cfa,Humid subtropical climate,377,14765,0.025533355909244836
5290003,Digitaria ischaemum,Csb,Warm-summer Mediterranean climate,74,14765,0.0050118523535387744
5290003,Digitaria ischaemum,Cfb,Temperate oceanic climate,10671,14765,0.7227226549271927
8022456,Legousia speculum-veneris,Cfb,Temperate oceanic climate,9263,12974,0.7139663943271157
8022456,Legousia speculum-veneris,Dfc,Subarctic climate,37,12974,0.002851857561276399
8022456,Legousia speculum-veneris,Csb,Warm-summer Mediterranean climate,396,12974,0.030522583628796052
3158813,Legousia speculum-veneris,ET,Tundra,13,12974,0.001002004008016032
5290003,Digitaria ischaemum,NA,NA,13,14765,8.804605485946495e-4
5290003,Digitaria ischaemum,BSk,Cold semi-arid (steppe) climate,35,14765,0.0023704707077548256
3158813,Legousia speculum-veneris,Dfb,Warm-summer humid continental climate,1470,12974,0.11330353013719748
5290003,Digitaria ischaemum,Dwb,Monsoon-influenced warm-summer humid continental climate,32,14765,0.0021672875042329834
5290003,Digitaria ischaemum,Csa,Hot-summer Mediterranean climate,73,14765,0.004944124619031493
8022456,Legousia speculum-veneris,Csa,Hot-summer Mediterranean climate,902,12974,0.06952366271003546
5290003,Digitaria ischaemum,ET,Tundra,6,14765,4.0636640704368437e-4
5290003,Digitaria ischaemum,Dfc,Subarctic climate,32,14765,0.0021672875042329834
5290003,Digitaria ischaemum,Dwa,Monsoon-influenced hot-summer humid continental climate,16,14765,0.0010836437521164917
5290003,Digitaria ischaemum,Cwa,Monsoon-influenced humid subtropical climate,12,14765,8.127328140873687e-4
8022456,Legousia speculum-veneris,Cfa,Humid subtropical climate,720,12974,0.055495606597811005
5290003,Digitaria ischaemum,Dwc,Monsoon-influenced subarctic climate,24,14765,0.0016254656281747375
5290003,Digitaria ischaemum,Dsb,"Warm, dry-summer continental climate",1,14765,6.772773450728073e-5
5290003,Digitaria ischaemum,BWk,Cold desert climate,6,14765,4.0636640704368437e-4
5290003,Digitaria ischaemum,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,9,14765,6.095496105655266e-4
5290003,Digitaria ischaemum,BSh,Hot semi-arid (steppe) climate,3,14765,2.0318320352184218e-4
8022456,Legousia speculum-veneris,NA,NA,13,12974,0.001002004008016032
8022456,Legousia speculum-veneris,Cfc,Subpolar oceanic climate,45,12974,0.003468475412363188
5290003,Digitaria ischaemum,Af,Tropical rainforest climate,3,14765,2.0318320352184218e-4
8022456,Legousia speculum-veneris,Dsb,"Warm, dry-summer continental climate",1,12974,7.707723138584863e-5
8022456,Legousia speculum-veneris,BSk,Cold semi-arid (steppe) climate,114,12974,0.008786804377986743
5290003,Digitaria ischaemum,Am,Tropical monsoon climate,1,14765,6.772773450728073e-5
2704211,Poa chaixii,ET,Tundra,665,13329,0.04989121464475955
5347763,Genista hispanica,Cfb,Temperate oceanic climate,3522,10980,0.32076502732240436
2704211,Poa chaixii,Cfb,Temperate oceanic climate,6350,13329,0.4764048315702603
2704211,Poa chaixii,Dfc,Subarctic climate,1200,13329,0.09002925950934054
5347764,Genista hispanica,Csb,Warm-summer Mediterranean climate,2812,10980,0.25610200364298724
2704211,Poa chaixii,Dfb,Warm-summer humid continental climate,4822,13329,0.36176757446170005
2704211,Poa chaixii,Cfc,Subpolar oceanic climate,163,13329,0.012228974416685422
5347762,Genista hispanica,Csa,Hot-summer Mediterranean climate,3661,10980,0.33342440801457196
5347762,Genista hispanica,BSk,Cold semi-arid (steppe) climate,548,10980,0.049908925318761385
5347761,Genista hispanica,Dfc,Subarctic climate,50,10980,0.004553734061930784
2704211,Poa chaixii,Csb,Warm-summer Mediterranean climate,108,13329,0.008102633355840648
5347761,Genista hispanica,Cfa,Humid subtropical climate,266,10980,0.024225865209471766
2704211,Poa chaixii,NA,NA,1,13329,7.502438292445044e-5
5347761,Genista hispanica,BWk,Cold desert climate,1,10980,9.107468123861566e-5
2704211,Poa chaixii,Csa,Hot-summer Mediterranean climate,16,13329,0.001200390126791207
5347761,Genista hispanica,Cfc,Subpolar oceanic climate,3,10980,2.73224043715847e-4
5347764,Genista hispanica,Dfb,Warm-summer humid continental climate,105,10980,0.009562841530054645
5347762,Genista hispanica,NA,NA,11,10980,0.0010018214936247723
2704211,Poa chaixii,BSk,Cold semi-arid (steppe) climate,1,13329,7.502438292445044e-5
2704211,Poa chaixii,Dfa,Hot-summer humid continental climate,1,13329,7.502438292445044e-5
5347764,Genista hispanica,Dsb,"Warm, dry-summer continental climate",1,10980,9.107468123861566e-5
2704211,Poa chaixii,Cfa,Humid subtropical climate,2,13329,1.5004876584890088e-4
2865125,Alisma lanceolatum,Cfb,Temperate oceanic climate,11227,13981,0.8030183820899792
2979775,Acacia mearnsii,Cfb,Temperate oceanic climate,14954,20424,0.732177830003917
2865125,Alisma lanceolatum,Csb,Warm-summer Mediterranean climate,232,13981,0.016593948930691653
2979775,Acacia mearnsii,Cfa,Humid subtropical climate,943,20424,0.04617117117117117
2979775,Acacia mearnsii,Csb,Warm-summer Mediterranean climate,2951,20424,0.14448687818253036
2865125,Alisma lanceolatum,Dfb,Warm-summer humid continental climate,863,13981,0.061726628996495246
2865125,Alisma lanceolatum,Csa,Hot-summer Mediterranean climate,1266,13981,0.09055146269937772
2979775,Acacia mearnsii,Af,Tropical rainforest climate,14,20424,6.854680767724246e-4
2979775,Acacia mearnsii,Cwa,Monsoon-influenced humid subtropical climate,57,20424,0.002790834312573443
2979775,Acacia mearnsii,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,413,20424,0.020221308264786526
2979775,Acacia mearnsii,BSk,Cold semi-arid (steppe) climate,519,20424,0.025411280846063453
2979775,Acacia mearnsii,NA,NA,69,20424,0.0033783783783783786
2865125,Alisma lanceolatum,ET,Tundra,6,13981,4.291538516558186e-4
2979775,Acacia mearnsii,Am,Tropical monsoon climate,8,20424,3.916960438699569e-4
2865125,Alisma lanceolatum,BSk,Cold semi-arid (steppe) climate,164,13981,0.011730205278592375
2865125,Alisma lanceolatum,Dfa,Hot-summer humid continental climate,7,13981,5.00679493598455e-4
2865125,Alisma lanceolatum,Cfa,Humid subtropical climate,106,13981,0.007581718045919462
2979775,Acacia mearnsii,Csa,Hot-summer Mediterranean climate,282,20424,0.013807285546415981
2979775,Acacia mearnsii,Aw,"Tropical savanna, wet",129,20424,0.006316098707403055
2865125,Alisma lanceolatum,NA,NA,79,13981,0.005650525713468278
2865125,Alisma lanceolatum,BWk,Cold desert climate,1,13981,7.152564194263644e-5
2865125,Alisma lanceolatum,Dfc,Subarctic climate,14,13981,0.00100135898719691
2865125,Alisma lanceolatum,Dsb,"Warm, dry-summer continental climate",4,13981,2.8610256777054574e-4
2979775,Acacia mearnsii,BSh,Hot semi-arid (steppe) climate,78,20424,0.00381903642773208
2865125,Alisma lanceolatum,Dsa,"Hot, dry-summer continental climate",2,13981,1.4305128388527287e-4
2865125,Alisma lanceolatum,Cfc,Subpolar oceanic climate,8,13981,5.722051355410915e-4
2979775,Acacia mearnsii,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,4,20424,1.9584802193497845e-4
2979775,Acacia mearnsii,BWk,Cold desert climate,1,20424,4.896200548374461e-5
2979775,Acacia mearnsii,Dfb,Warm-summer humid continental climate,1,20424,4.896200548374461e-5
2865125,Alisma lanceolatum,BSh,Hot semi-arid (steppe) climate,2,13981,1.4305128388527287e-4
2979775,Acacia mearnsii,BWh,Hot deserts climate,1,20424,4.896200548374461e-5
2864562,Baldellia ranunculoides,Cfb,Temperate oceanic climate,9940,11696,0.8498632010943913
5329324,Najas marina,Cfb,Temperate oceanic climate,5410,10041,0.5387909570759885
5329324,Najas marina,Cfa,Humid subtropical climate,163,10041,0.016233442884174883
2864546,Baldellia ranunculoides,Csb,Warm-summer Mediterranean climate,113,11696,0.009661422708618332
2864546,Baldellia ranunculoides,Csa,Hot-summer Mediterranean climate,714,11696,0.061046511627906974
2864546,Baldellia ranunculoides,NA,NA,375,11696,0.03206224350205198
7908614,Najas marina,Dfb,Warm-summer humid continental climate,2921,10041,0.29090728015137934
5329324,Najas marina,Csa,Hot-summer Mediterranean climate,234,10041,0.023304451747833882
7228337,Najas marina,NA,NA,87,10041,0.008664475649835674
7637011,Najas marina,Af,Tropical rainforest climate,7,10041,6.971417189522956e-4
5329324,Najas marina,BSk,Cold semi-arid (steppe) climate,111,10041,0.011054675829100687
5329324,Najas marina,Dwa,Monsoon-influenced hot-summer humid continental climate,20,10041,0.0019918334827208443
5329324,Najas marina,Aw,"Tropical savanna, wet",65,10041,0.006473458818842745
5329324,Najas marina,Dfc,Subarctic climate,611,10041,0.0608505128971218
5329324,Najas marina,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,5,10041,4.979583706802111e-4
2864546,Baldellia ranunculoides,Dfb,Warm-summer humid continental climate,450,11696,0.03847469220246238
5329324,Najas marina,BWh,Hot deserts climate,147,10041,0.014639976097998207
2864546,Baldellia ranunculoides,Cfa,Humid subtropical climate,13,11696,0.0011114911080711354
2864546,Baldellia ranunculoides,Cfc,Subpolar oceanic climate,30,11696,0.0025649794801641587
2864546,Baldellia ranunculoides,ET,Tundra,2,11696,1.709986320109439e-4
5329324,Najas marina,Csb,Warm-summer Mediterranean climate,43,10041,0.0042824419878498155
5329324,Najas marina,BWk,Cold desert climate,24,10041,0.0023902001792650133
5329324,Najas marina,Am,Tropical monsoon climate,16,10041,0.0015934667861766756
5329324,Najas marina,Dfa,Hot-summer humid continental climate,106,10041,0.010556717458420475
5329381,Najas marina,BSh,Hot semi-arid (steppe) climate,56,10041,0.0055771337516183645
5329324,Najas marina,Cwa,Monsoon-influenced humid subtropical climate,6,10041,5.975500448162533e-4
5329324,Najas marina,Cfc,Subpolar oceanic climate,1,10041,9.959167413604223e-5
5329324,Najas marina,Dwc,Monsoon-influenced subarctic climate,5,10041,4.979583706802111e-4
5329324,Najas marina,Dwb,Monsoon-influenced warm-summer humid continental climate,1,10041,9.959167413604223e-5
2864546,Baldellia ranunculoides,BSk,Cold semi-arid (steppe) climate,57,11696,0.0048734610123119014
5329324,Najas marina,As,Tropical dry savanna climate,2,10041,1.9918334827208445e-4
2864546,Baldellia ranunculoides,BSh,Hot semi-arid (steppe) climate,1,11696,8.549931600547196e-5
7496713,Baldellia ranunculoides,Dfa,Hot-summer humid continental climate,1,11696,8.549931600547196e-5
5384464,Gypsophila repens,ET,Tundra,2448,12152,0.20144832126398945
2706011,Phleum arenarium,Cfb,Temperate oceanic climate,11753,13847,0.8487759081389471
2706011,Phleum arenarium,Csa,Hot-summer Mediterranean climate,394,13847,0.028453816711200983
2706011,Phleum arenarium,BSk,Cold semi-arid (steppe) climate,38,13847,0.0027442767386437494
5384464,Gypsophila repens,Dfc,Subarctic climate,3603,12152,0.2964944042132982
5384464,Gypsophila repens,Dfb,Warm-summer humid continental climate,2617,12152,0.21535549703752468
2706011,Phleum arenarium,Cfa,Humid subtropical climate,36,13847,0.0025998411208203944
5384464,Gypsophila repens,Cfb,Temperate oceanic climate,3029,12152,0.24925938117182356
5384464,Gypsophila repens,NA,NA,6,12152,4.937458854509546e-4
5384464,Gypsophila repens,Cfc,Subpolar oceanic climate,332,12152,0.027320605661619486
2706011,Phleum arenarium,NA,NA,319,13847,0.023037481042825162
5384464,Gypsophila repens,Cfa,Humid subtropical climate,45,12152,0.0037030941408821593
9366835,Gypsophila repens,Csa,Hot-summer Mediterranean climate,21,12152,0.0017281105990783411
2706011,Phleum arenarium,Dfb,Warm-summer humid continental climate,1216,13847,0.08781685563659998
2706011,Phleum arenarium,Csb,Warm-summer Mediterranean climate,89,13847,0.006427384993139308
5384464,Gypsophila repens,Csb,Warm-summer Mediterranean climate,47,12152,0.0038676761026991443
5384464,Gypsophila repens,Af,Tropical rainforest climate,1,12152,8.229098090849243e-5
5384464,Gypsophila repens,BSk,Cold semi-arid (steppe) climate,3,12152,2.468729427254773e-4
2706011,Phleum arenarium,Dwb,Monsoon-influenced warm-summer humid continental climate,1,13847,7.221780891167762e-5
2706011,Phleum arenarium,Dfc,Subarctic climate,1,13847,7.221780891167762e-5
5356714,Lathyrus japonicus,ET,Tundra,214,14307,0.014957713007618648
3066495,Euphorbia segetalis,Csb,Warm-summer Mediterranean climate,813,10094,0.08054289677035863
3066495,Euphorbia segetalis,Csa,Hot-summer Mediterranean climate,4404,10094,0.4362987913612047
5356714,Lathyrus japonicus,Cfb,Temperate oceanic climate,4923,14307,0.3440972950304047
8254937,Lathyrus japonicus,Dfb,Warm-summer humid continental climate,4669,14307,0.32634374781575454
8254937,Lathyrus japonicus,Dfc,Subarctic climate,1942,14307,0.13573775075138045
5356723,Lathyrus japonicus,NA,NA,628,14307,0.04389459705039491
5356714,Lathyrus japonicus,Cfa,Humid subtropical climate,401,14307,0.028028237925491018
5356731,Lathyrus japonicus,Dsc,Dry-summer regular subarctic climate,86,14307,0.0060110435451177745
5356714,Lathyrus japonicus,Dwa,Monsoon-influenced hot-summer humid continental climate,58,14307,0.0040539596001957084
5356714,Lathyrus japonicus,Dfa,Hot-summer humid continental climate,477,14307,0.03334032291885091
9057330,Euphorbia segetalis,Cfb,Temperate oceanic climate,1018,10094,0.10085199128194967
5356714,Lathyrus japonicus,Csb,Warm-summer Mediterranean climate,764,14307,0.05340043335430209
5356714,Lathyrus japonicus,Csc,Cool-summer Mediterranean climate,1,14307,6.989585517578807e-5
5356714,Lathyrus japonicus,Cfc,Subpolar oceanic climate,48,14307,0.003355001048437828
5356723,Lathyrus japonicus,Dsb,"Warm, dry-summer continental climate",3,14307,2.0968756552736424e-4
3066495,Euphorbia segetalis,BSk,Cold semi-arid (steppe) climate,3249,10094,0.3218743808202893
3066495,Euphorbia segetalis,Cfa,Humid subtropical climate,127,10094,0.01258173172181494
5356714,Lathyrus japonicus,Dwb,Monsoon-influenced warm-summer humid continental climate,38,14307,0.0026560424966799467
5356714,Lathyrus japonicus,Dwc,Monsoon-influenced subarctic climate,4,14307,2.795834207031523e-4
3066495,Euphorbia segetalis,NA,NA,374,10094,0.03705171388943927
5356714,Lathyrus japonicus,Cwa,Monsoon-influenced humid subtropical climate,20,14307,0.0013979171035157615
3066495,Euphorbia segetalis,BSh,Hot semi-arid (steppe) climate,36,10094,0.0035664751337428175
3066495,Euphorbia segetalis,BWk,Cold desert climate,19,10094,0.001882306320586487
3066495,Euphorbia segetalis,BWh,Hot deserts climate,36,10094,0.0035664751337428175
3066495,Euphorbia segetalis,Dfb,Warm-summer humid continental climate,12,10094,0.0011888250445809391
3066495,Euphorbia segetalis,ET,Tundra,2,10094,1.9813750743015652e-4
3066495,Euphorbia segetalis,Dfc,Subarctic climate,2,10094,1.9813750743015652e-4
5356723,Lathyrus japonicus,Csa,Hot-summer Mediterranean climate,30,14307,0.0020968756552736424
3066510,Euphorbia segetalis,Dsb,"Warm, dry-summer continental climate",2,10094,1.9813750743015652e-4
5356714,Lathyrus japonicus,Aw,"Tropical savanna, wet",1,14307,6.989585517578807e-5
3170241,Asclepias curassavica,Af,Tropical rainforest climate,1172,15156,0.07732911058326736
3170241,Asclepias curassavica,BSh,Hot semi-arid (steppe) climate,872,15156,0.0575349696489839
3105419,Carlina acanthifolia,Cfb,Temperate oceanic climate,3886,9593,0.40508704263525486
3105419,Carlina acanthifolia,Csa,Hot-summer Mediterranean climate,295,9593,0.030751589700823517
3170241,Asclepias curassavica,Aw,"Tropical savanna, wet",3374,15156,0.2226181050409079
3170241,Asclepias curassavica,Cfa,Humid subtropical climate,3787,15156,0.2498680390604381
3170241,Asclepias curassavica,NA,NA,384,15156,0.025336500395882817
3105419,Carlina acanthifolia,Csb,Warm-summer Mediterranean climate,1309,9593,0.13645366413009485
3170241,Asclepias curassavica,As,Tropical dry savanna climate,138,15156,0.009105304829770388
3170241,Asclepias curassavica,Cwa,Monsoon-influenced humid subtropical climate,941,15156,0.06208762206386909
3170241,Asclepias curassavica,Cfb,Temperate oceanic climate,632,15156,0.041699656901557136
3170241,Asclepias curassavica,Csb,Warm-summer Mediterranean climate,271,15156,0.01788070731063605
3170241,Asclepias curassavica,Am,Tropical monsoon climate,1657,15156,0.1093296384270256
3170241,Asclepias curassavica,BWk,Cold desert climate,9,15156,5.938242280285036e-4
7223436,Carlina acanthifolia,Cfc,Subpolar oceanic climate,1298,9593,0.13530699468362348
7223436,Carlina acanthifolia,Dfc,Subarctic climate,1263,9593,0.13165850099030543
3170241,Asclepias curassavica,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,823,15156,0.054301926629717605
3170241,Asclepias curassavica,BSk,Cold semi-arid (steppe) climate,288,15156,0.019002375296912115
3170241,Asclepias curassavica,BWh,Hot deserts climate,156,15156,0.010292953285827395
3170241,Asclepias curassavica,Csa,Hot-summer Mediterranean climate,560,15156,0.03694906307732911
3170241,Asclepias curassavica,Dwa,Monsoon-influenced hot-summer humid continental climate,3,15156,1.979414093428345e-4
3105419,Carlina acanthifolia,Dfb,Warm-summer humid continental climate,1255,9593,0.13082455957468989
3170241,Asclepias curassavica,ET,Tundra,9,15156,5.938242280285036e-4
8351913,Carlina acanthifolia,Cfa,Humid subtropical climate,55,9593,0.005733347232356927
3170241,Asclepias curassavica,Dfc,Subarctic climate,3,15156,1.979414093428345e-4
3170241,Asclepias curassavica,Dfb,Warm-summer humid continental climate,24,15156,0.001583531274742676
8351913,Carlina acanthifolia,BSk,Cold semi-arid (steppe) climate,3,9593,3.127280308558324e-4
3170241,Asclepias curassavica,Dfa,Hot-summer humid continental climate,52,15156,0.003430984428609132
3105419,Carlina acanthifolia,ET,Tundra,186,9593,0.019389137913061606
3105419,Carlina acanthifolia,Dsb,"Warm, dry-summer continental climate",41,9593,0.004273949755029709
3170241,Asclepias curassavica,Dsb,"Warm, dry-summer continental climate",1,15156,6.598046978094485e-5
8351913,Carlina acanthifolia,NA,NA,2,9593,2.0848535390388824e-4
5289534,Typha domingensis,BSk,Cold semi-arid (steppe) climate,2698,12126,0.22249711364011215
5289534,Typha domingensis,Csb,Warm-summer Mediterranean climate,985,12126,0.08123041398647535
5289534,Typha domingensis,Cfb,Temperate oceanic climate,1485,12126,0.12246412666996537
2979778,Acacia decurrens,Cfb,Temperate oceanic climate,1779,15133,0.11755765545496596
2979778,Acacia decurrens,Cfa,Humid subtropical climate,2032,15133,0.13427608537632987
2979778,Acacia decurrens,BSk,Cold semi-arid (steppe) climate,52,15133,0.00343619903522104
2979778,Acacia decurrens,BWh,Hot deserts climate,5,15133,3.3040375338663845e-4
2979778,Acacia decurrens,Csa,Hot-summer Mediterranean climate,57,15133,0.0037666027886076787
5289534,Typha domingensis,Aw,"Tropical savanna, wet",1077,12126,0.08881741712023751
5289534,Typha domingensis,BWh,Hot deserts climate,874,12126,0.072076529770740555
2979778,Acacia decurrens,Csb,Warm-summer Mediterranean climate,11066,15133,0.7312495869953083
5289538,Typha domingensis,NA,NA,171,12126,0.014101929737753587
2979778,Acacia decurrens,Af,Tropical rainforest climate,18,15133,0.0011894535121918985
5289534,Typha domingensis,Af,Tropical rainforest climate,121,12126,0.009978558469404585
2979778,Acacia decurrens,Am,Tropical monsoon climate,4,15133,2.6432300270931076e-4
5289534,Typha domingensis,Csa,Hot-summer Mediterranean climate,1835,12126,0.15132772554840837
2979778,Acacia decurrens,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,93,15133,0.006145509812991476
5289534,Typha domingensis,Cfa,Humid subtropical climate,907,12126,0.0747979548078509
5289534,Typha domingensis,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,136,12126,0.011215569849909285
5289534,Typha domingensis,BSh,Hot semi-arid (steppe) climate,956,12126,0.07883885865083293
5289534,Typha domingensis,As,Tropical dry savanna climate,32,12126,0.002638957611743361
2979778,Acacia decurrens,NA,NA,15,15133,9.912112601599154e-4
5289534,Typha domingensis,Am,Tropical monsoon climate,208,12126,0.01715322447633185
5289534,Typha domingensis,Dsa,"Hot, dry-summer continental climate",1,12126,8.246742536698004e-5
5289534,Typha domingensis,Dfa,Hot-summer humid continental climate,61,12126,0.005030512947385783
5289534,Typha domingensis,BWk,Cold desert climate,410,12126,0.03381164440046182
5289534,Typha domingensis,Cwa,Monsoon-influenced humid subtropical climate,69,12126,0.005690252350321623
2979778,Acacia decurrens,Cwa,Monsoon-influenced humid subtropical climate,7,15133,4.625652547412939e-4
5289534,Typha domingensis,Dfb,Warm-summer humid continental climate,72,12126,0.005937654626422563
2979778,Acacia decurrens,BSh,Hot semi-arid (steppe) climate,2,15133,1.3216150135465538e-4
2979778,Acacia decurrens,Aw,"Tropical savanna, wet",2,15133,1.3216150135465538e-4
5289534,Typha domingensis,Dwa,Monsoon-influenced hot-summer humid continental climate,1,12126,8.246742536698004e-5
5289534,Typha domingensis,ET,Tundra,2,12126,1.6493485073396007e-4
5289534,Typha domingensis,Dfc,Subarctic climate,12,12126,9.896091044037606e-4
5289534,Typha domingensis,Cfc,Subpolar oceanic climate,6,12126,4.948045522018803e-4
5289534,Typha domingensis,EF,Ice cap climate,1,12126,8.246742536698004e-5
2979778,Acacia decurrens,ET,Tundra,1,15133,6.608075067732769e-5
5289534,Typha domingensis,Dwb,Monsoon-influenced warm-summer humid continental climate,1,12126,8.246742536698004e-5
5289534,Typha domingensis,Dsb,"Warm, dry-summer continental climate",5,12126,4.123371268349002e-4
4064467,Cynoglossum creticum,Cfb,Temperate oceanic climate,537,9888,0.05430825242718446
4064467,Cynoglossum creticum,Csa,Hot-summer Mediterranean climate,5072,9888,0.5129449838187702
4064467,Cynoglossum creticum,NA,NA,143,9888,0.014461974110032362
4064467,Cynoglossum creticum,Csb,Warm-summer Mediterranean climate,575,9888,0.05815129449838188
4064467,Cynoglossum creticum,Cfa,Humid subtropical climate,424,9888,0.04288025889967637
4064467,Cynoglossum creticum,Dfb,Warm-summer humid continental climate,37,9888,0.0037419093851132684
4064467,Cynoglossum creticum,BSk,Cold semi-arid (steppe) climate,3021,9888,0.30552184466019416
4064467,Cynoglossum creticum,ET,Tundra,17,9888,0.0017192556634304207
4064467,Cynoglossum creticum,BSh,Hot semi-arid (steppe) climate,26,9888,0.0026294498381877023
4064467,Cynoglossum creticum,Dsb,"Warm, dry-summer continental climate",13,9888,0.0013147249190938511
4064467,Cynoglossum creticum,BWk,Cold desert climate,6,9888,6.067961165048543e-4
4064467,Cynoglossum creticum,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,9888,1.011326860841424e-4
4064467,Cynoglossum creticum,BWh,Hot deserts climate,9,9888,9.101941747572816e-4
4064467,Cynoglossum creticum,Dsc,Dry-summer regular subarctic climate,1,9888,1.011326860841424e-4
4064467,Cynoglossum creticum,Dsa,"Hot, dry-summer continental climate",1,9888,1.011326860841424e-4
4064467,Cynoglossum creticum,Dfa,Hot-summer humid continental climate,5,9888,5.056634304207119e-4
3172297,Ligustrum lucidum,Cfa,Humid subtropical climate,9295,15064,0.6170339883165162
3172297,Ligustrum lucidum,Csa,Hot-summer Mediterranean climate,1676,15064,0.11125862984599044
3172297,Ligustrum lucidum,Cfb,Temperate oceanic climate,1820,15064,0.120817843866171
3172297,Ligustrum lucidum,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,182,15064,0.012081784386617101
3172297,Ligustrum lucidum,Csb,Warm-summer Mediterranean climate,561,15064,0.03724110462028678
3172297,Ligustrum lucidum,NA,NA,94,15064,0.006240042485395645
3172297,Ligustrum lucidum,Aw,"Tropical savanna, wet",30,15064,0.0019915029208709507
3172297,Ligustrum lucidum,Cwa,Monsoon-influenced humid subtropical climate,191,15064,0.012679235262878386
3172297,Ligustrum lucidum,Am,Tropical monsoon climate,9,15064,5.974508762612852e-4
3172297,Ligustrum lucidum,Dwc,Monsoon-influenced subarctic climate,2,15064,1.327668613913967e-4
3172297,Ligustrum lucidum,BSk,Cold semi-arid (steppe) climate,1008,15064,0.06691449814126393
3172297,Ligustrum lucidum,ET,Tundra,2,15064,1.327668613913967e-4
3172297,Ligustrum lucidum,Dfc,Subarctic climate,8,15064,5.310674455655868e-4
3172297,Ligustrum lucidum,Cfc,Subpolar oceanic climate,1,15064,6.638343069569835e-5
3172297,Ligustrum lucidum,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,4,15064,2.655337227827934e-4
3172297,Ligustrum lucidum,BSh,Hot semi-arid (steppe) climate,67,15064,0.00444768985661179
3172297,Ligustrum lucidum,Dfb,Warm-summer humid continental climate,53,15064,0.0035183218268720127
3172297,Ligustrum lucidum,Dwa,Monsoon-influenced hot-summer humid continental climate,8,15064,5.310674455655868e-4
3172297,Ligustrum lucidum,BWh,Hot deserts climate,25,15064,0.001659585767392459
3172297,Ligustrum lucidum,Dfa,Hot-summer humid continental climate,8,15064,5.310674455655868e-4
3172297,Ligustrum lucidum,Dsb,"Warm, dry-summer continental climate",2,15064,1.327668613913967e-4
3172297,Ligustrum lucidum,BWk,Cold desert climate,15,15064,9.957514604354754e-4
3172297,Ligustrum lucidum,Af,Tropical rainforest climate,2,15064,1.327668613913967e-4
3172297,Ligustrum lucidum,Dwb,Monsoon-influenced warm-summer humid continental climate,1,15064,6.638343069569835e-5
5387821,Gaillardia pulchella,Cfa,Humid subtropical climate,10916,15811,0.6904054139523117
