taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate
3083565,Cycloloma atriplicifolium,Dfa,Hot-summer humid continental climate,290,1068,0.27153558052434457
5555409,Myriophyllum simulans,Csb,Warm-summer Mediterranean climate,283,963,0.29387331256490135
5555409,Myriophyllum simulans,Cfa,Humid subtropical climate,58,963,0.060228452751817235
5555409,Myriophyllum simulans,BSk,Cold semi-arid (steppe) climate,56,963,0.058151609553478714
5555409,Myriophyllum simulans,Cwa,Monsoon-influenced humid subtropical climate,14,963,0.014537902388369679
3083565,Cycloloma atriplicifolium,BSk,Cold semi-arid (steppe) climate,224,1068,0.20973782771535582
3083565,Cycloloma atriplicifolium,Csb,Warm-summer Mediterranean climate,13,1068,0.012172284644194757
3083565,Cycloloma atriplicifolium,Csa,Hot-summer Mediterranean climate,76,1068,0.07116104868913857
3083565,Cycloloma atriplicifolium,BWh,Hot deserts climate,20,1068,0.018726591760299626
3083565,Cycloloma atriplicifolium,BWk,Cold desert climate,32,1068,0.0299625468164794
3083565,Cycloloma atriplicifolium,Cfb,Temperate oceanic climate,3,1068,0.0028089887640449437
5555409,Myriophyllum simulans,Aw,"Tropical savanna, wet",1,963,0.0010384215991692627
3083565,Cycloloma atriplicifolium,Dwa,Monsoon-influenced hot-summer humid continental climate,10,1068,0.009363295880149813
5555409,Myriophyllum simulans,Am,Tropical monsoon climate,3,963,0.003115264797507788
5555409,Myriophyllum simulans,BSh,Hot semi-arid (steppe) climate,14,963,0.014537902388369679
5555409,Myriophyllum simulans,NA,NA,4,963,0.004153686396677051
5555409,Myriophyllum simulans,Af,Tropical rainforest climate,1,963,0.0010384215991692627
3083565,Cycloloma atriplicifolium,BSh,Hot semi-arid (steppe) climate,11,1068,0.010299625468164793
5555409,Myriophyllum simulans,BWk,Cold desert climate,2,963,0.0020768431983385254
3083565,Cycloloma atriplicifolium,NA,NA,3,1068,0.0028089887640449437
5330733,Orontium aquaticum,Cfa,Humid subtropical climate,794,1061,0.7483506126295947
5330733,Orontium aquaticum,Cfb,Temperate oceanic climate,51,1061,0.04806786050895382
5330733,Orontium aquaticum,Dfb,Warm-summer humid continental climate,103,1061,0.09707822808671066
5330733,Orontium aquaticum,Aw,"Tropical savanna, wet",1,1061,9.42507068803016e-4
5330733,Orontium aquaticum,Am,Tropical monsoon climate,3,1061,0.002827521206409048
5330733,Orontium aquaticum,Dfa,Hot-summer humid continental climate,108,1061,0.10179076343072573
5330733,Orontium aquaticum,NA,NA,1,1061,9.42507068803016e-4
2855486,Nothoscordum borbonicum,Cfa,Humid subtropical climate,508,953,0.5330535152151101
2855486,Nothoscordum borbonicum,Cfb,Temperate oceanic climate,105,953,0.11017838405036726
5290167,Phyllostachys aurea,Cfa,Humid subtropical climate,722,1034,0.6982591876208898
5290167,Phyllostachys aurea,Csa,Hot-summer Mediterranean climate,39,1034,0.037717601547388784
2855486,Nothoscordum borbonicum,NA,NA,54,953,0.05666316894018888
5290167,Phyllostachys aurea,Cfb,Temperate oceanic climate,98,1034,0.09477756286266925
2855486,Nothoscordum borbonicum,Csb,Warm-summer Mediterranean climate,45,953,0.0472193074501574
2855486,Nothoscordum borbonicum,BSk,Cold semi-arid (steppe) climate,93,953,0.09758656873032528
5290167,Phyllostachys aurea,Csb,Warm-summer Mediterranean climate,38,1034,0.0367504835589942
2855486,Nothoscordum borbonicum,BSh,Hot semi-arid (steppe) climate,22,953,0.023084994753410283
5290167,Phyllostachys aurea,Am,Tropical monsoon climate,11,1034,0.010638297872340425
5290167,Phyllostachys aurea,Aw,"Tropical savanna, wet",10,1034,0.009671179883945842
2855486,Nothoscordum borbonicum,Csa,Hot-summer Mediterranean climate,113,953,0.11857292759706191
5290167,Phyllostachys aurea,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,15,1034,0.014506769825918761
5290167,Phyllostachys aurea,NA,NA,20,1034,0.019342359767891684
5290167,Phyllostachys aurea,BSk,Cold semi-arid (steppe) climate,26,1034,0.025145067698259187
2855486,Nothoscordum borbonicum,Cwa,Monsoon-influenced humid subtropical climate,4,953,0.004197271773347324
5290167,Phyllostachys aurea,BWh,Hot deserts climate,1,1034,9.671179883945841e-4
5290167,Phyllostachys aurea,Dfb,Warm-summer humid continental climate,13,1034,0.012572533849129593
5290167,Phyllostachys aurea,Cwa,Monsoon-influenced humid subtropical climate,5,1034,0.004835589941972921
5290167,Phyllostachys aurea,Af,Tropical rainforest climate,3,1034,0.0029013539651837525
5290167,Phyllostachys aurea,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,1,1034,9.671179883945841e-4
5290167,Phyllostachys aurea,Dfa,Hot-summer humid continental climate,26,1034,0.025145067698259187
2855486,Nothoscordum borbonicum,Dfc,Subarctic climate,2,953,0.002098635886673662
2855486,Nothoscordum borbonicum,BWk,Cold desert climate,3,953,0.0031479538300104933
2855486,Nothoscordum borbonicum,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,953,0.002098635886673662
5290167,Phyllostachys aurea,BSh,Hot semi-arid (steppe) climate,5,1034,0.004835589941972921
5290167,Phyllostachys aurea,BWk,Cold desert climate,1,1034,9.671179883945841e-4
2855486,Nothoscordum borbonicum,BWh,Hot deserts climate,2,953,0.002098635886673662
3189526,Hypericum canadense,Cfa,Humid subtropical climate,181,997,0.1815446339017051
3703453,Carpobrotus glaucescens,Cfb,Temperate oceanic climate,291,1010,0.2881188118811881
3189526,Hypericum canadense,Dfb,Warm-summer humid continental climate,499,997,0.5005015045135406
3189526,Hypericum canadense,Dfc,Subarctic climate,4,997,0.004012036108324975
3703453,Carpobrotus glaucescens,NA,NA,74,1010,0.07326732673267326
3703453,Carpobrotus glaucescens,Cfa,Humid subtropical climate,612,1010,0.6059405940594059
3189526,Hypericum canadense,NA,NA,10,997,0.010030090270812437
3189526,Hypericum canadense,Cfb,Temperate oceanic climate,191,997,0.19157472417251756
3189526,Hypericum canadense,Dfa,Hot-summer humid continental climate,106,997,0.10631895687061184
3703453,Carpobrotus glaucescens,Cwa,Monsoon-influenced humid subtropical climate,4,1010,0.0039603960396039604
3703453,Carpobrotus glaucescens,BWh,Hot deserts climate,1,1010,9.900990099009901e-4
3703453,Carpobrotus glaucescens,BWk,Cold desert climate,1,1010,9.900990099009901e-4
3703453,Carpobrotus glaucescens,BSk,Cold semi-arid (steppe) climate,6,1010,0.005940594059405941
3189526,Hypericum canadense,Csb,Warm-summer Mediterranean climate,5,997,0.0050150451354062184
3703453,Carpobrotus glaucescens,Am,Tropical monsoon climate,3,1010,0.0029702970297029703
3703453,Carpobrotus glaucescens,Aw,"Tropical savanna, wet",7,1010,0.006930693069306931
3703453,Carpobrotus glaucescens,Csb,Warm-summer Mediterranean climate,3,1010,0.0029702970297029703
3703453,Carpobrotus glaucescens,Csa,Hot-summer Mediterranean climate,6,1010,0.005940594059405941
3189526,Hypericum canadense,Csa,Hot-summer Mediterranean climate,1,997,0.0010030090270812437
3703453,Carpobrotus glaucescens,BSh,Hot semi-arid (steppe) climate,2,1010,0.0019801980198019802
7298906,Fedia cornucopiae,Cfb,Temperate oceanic climate,2,560,0.0035714285714285713
3069282,Euphorbia davidii,Cfa,Humid subtropical climate,273,1036,0.2635135135135135
3069282,Euphorbia davidii,BSk,Cold semi-arid (steppe) climate,349,1036,0.33687258687258687
3069282,Euphorbia davidii,Dfb,Warm-summer humid continental climate,46,1036,0.0444015444015444
3069282,Euphorbia davidii,Cfb,Temperate oceanic climate,45,1036,0.04343629343629344
3069282,Euphorbia davidii,Dfa,Hot-summer humid continental climate,187,1036,0.1805019305019305
7298906,Fedia cornucopiae,Csa,Hot-summer Mediterranean climate,511,560,0.9125
7298906,Fedia cornucopiae,BSk,Cold semi-arid (steppe) climate,9,560,0.01607142857142857
3069282,Euphorbia davidii,Csa,Hot-summer Mediterranean climate,35,1036,0.033783783783783786
3069282,Euphorbia davidii,BWh,Hot deserts climate,21,1036,0.02027027027027027
7298906,Fedia cornucopiae,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,560,0.0017857142857142857
7298906,Fedia cornucopiae,Csb,Warm-summer Mediterranean climate,19,560,0.033928571428571426
3069282,Euphorbia davidii,Csb,Warm-summer Mediterranean climate,4,1036,0.003861003861003861
3069282,Euphorbia davidii,BWk,Cold desert climate,43,1036,0.041505791505791506
3069282,Euphorbia davidii,BSh,Hot semi-arid (steppe) climate,11,1036,0.010617760617760617
3069282,Euphorbia davidii,Dwa,Monsoon-influenced hot-summer humid continental climate,6,1036,0.005791505791505791
3069282,Euphorbia davidii,Cwa,Monsoon-influenced humid subtropical climate,11,1036,0.010617760617760617
3069282,Euphorbia davidii,Aw,"Tropical savanna, wet",1,1036,9.652509652509653e-4
7298906,Fedia cornucopiae,BSh,Hot semi-arid (steppe) climate,1,560,0.0017857142857142857
3069282,Euphorbia davidii,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,1036,0.0019305019305019305
7298906,Fedia cornucopiae,BWk,Cold desert climate,1,560,0.0017857142857142857
7298906,Fedia cornucopiae,Dfc,Subarctic climate,13,560,0.023214285714285715
7298906,Fedia cornucopiae,NA,NA,3,560,0.005357142857142857
3069282,Euphorbia davidii,Dsa,"Hot, dry-summer continental climate",1,1036,9.652509652509653e-4
3069282,Euphorbia davidii,Dsb,"Warm, dry-summer continental climate",1,1036,9.652509652509653e-4
5407147,Annona cherimola,Csb,Warm-summer Mediterranean climate,15,760,0.019736842105263157
5391901,Bidens aristosa,Cfa,Humid subtropical climate,826,1040,0.7942307692307692
5407147,Annona cherimola,Aw,"Tropical savanna, wet",193,760,0.25394736842105264
5391901,Bidens aristosa,Dfa,Hot-summer humid continental climate,199,1040,0.19134615384615383
5407147,Annona cherimola,Cfb,Temperate oceanic climate,121,760,0.15921052631578947
5407147,Annona cherimola,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,150,760,0.19736842105263158
5407147,Annona cherimola,Am,Tropical monsoon climate,57,760,0.075
5391901,Bidens aristosa,Dfb,Warm-summer humid continental climate,10,1040,0.009615384615384616
5701339,Bidens aristosa,Cfb,Temperate oceanic climate,3,1040,0.0028846153846153848
5407147,Annona cherimola,Af,Tropical rainforest climate,39,760,0.05131578947368421
5407147,Annona cherimola,As,Tropical dry savanna climate,19,760,0.025
5407147,Annona cherimola,NA,NA,23,760,0.030263157894736843
5407147,Annona cherimola,Cfa,Humid subtropical climate,71,760,0.09342105263157895
5407147,Annona cherimola,BSk,Cold semi-arid (steppe) climate,20,760,0.02631578947368421
5701339,Bidens aristosa,BSk,Cold semi-arid (steppe) climate,1,1040,9.615384615384616e-4
5407147,Annona cherimola,Csa,Hot-summer Mediterranean climate,9,760,0.011842105263157895
5407147,Annona cherimola,BSh,Hot semi-arid (steppe) climate,28,760,0.03684210526315789
5407147,Annona cherimola,ET,Tundra,1,760,0.0013157894736842105
5407147,Annona cherimola,Cwa,Monsoon-influenced humid subtropical climate,10,760,0.013157894736842105
5407147,Annona cherimola,BWh,Hot deserts climate,3,760,0.003947368421052632
5391901,Bidens aristosa,NA,NA,1,1040,9.615384615384616e-4
5407147,Annona cherimola,Dfb,Warm-summer humid continental climate,1,760,0.0013157894736842105
3120677,Artemisia arborescens,NA,NA,61,698,0.08739255014326648
3120677,Artemisia arborescens,Csa,Hot-summer Mediterranean climate,355,698,0.5085959885386819
3120677,Artemisia arborescens,BWh,Hot deserts climate,3,698,0.004297994269340974
3120677,Artemisia arborescens,Csb,Warm-summer Mediterranean climate,58,698,0.0830945558739255
3190164,Citrus aurantiifolia,Am,Tropical monsoon climate,73,572,0.12762237762237763
3190164,Citrus aurantiifolia,Aw,"Tropical savanna, wet",245,572,0.42832167832167833
3190164,Citrus aurantiifolia,NA,NA,35,572,0.06118881118881119
3190164,Citrus aurantiifolia,Af,Tropical rainforest climate,99,572,0.17307692307692307
3120677,Artemisia arborescens,Cfa,Humid subtropical climate,21,698,0.03008595988538682
3120677,Artemisia arborescens,Cfb,Temperate oceanic climate,121,698,0.17335243553008595
3190164,Citrus aurantiifolia,Csa,Hot-summer Mediterranean climate,11,572,0.019230769230769232
3190164,Citrus aurantiifolia,Cwa,Monsoon-influenced humid subtropical climate,4,572,0.006993006993006993
3190164,Citrus aurantiifolia,As,Tropical dry savanna climate,1,572,0.0017482517482517483
3190164,Citrus aurantiifolia,BSh,Hot semi-arid (steppe) climate,6,572,0.01048951048951049
3190164,Citrus aurantiifolia,Cfb,Temperate oceanic climate,25,572,0.043706293706293704
3190164,Citrus aurantiifolia,Cfa,Humid subtropical climate,35,572,0.06118881118881119
3120677,Artemisia arborescens,BSk,Cold semi-arid (steppe) climate,67,698,0.09598853868194843
3190164,Citrus aurantiifolia,BSk,Cold semi-arid (steppe) climate,5,572,0.008741258741258742
3190164,Citrus aurantiifolia,Csb,Warm-summer Mediterranean climate,8,572,0.013986013986013986
3190164,Citrus aurantiifolia,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,17,572,0.02972027972027972
3120677,Artemisia arborescens,BWk,Cold desert climate,3,698,0.004297994269340974
3190164,Citrus aurantiifolia,Dfb,Warm-summer humid continental climate,1,572,0.0017482517482517483
3190164,Citrus aurantiifolia,BWh,Hot deserts climate,7,572,0.012237762237762238
3120677,Artemisia arborescens,Dfb,Warm-summer humid continental climate,4,698,0.0057306590257879654
3120677,Artemisia arborescens,Dfc,Subarctic climate,1,698,0.0014326647564469914
3120677,Artemisia arborescens,BSh,Hot semi-arid (steppe) climate,2,698,0.0028653295128939827
3120677,Artemisia arborescens,Dsb,"Warm, dry-summer continental climate",1,698,0.0014326647564469914
3120677,Artemisia arborescens,ET,Tundra,1,698,0.0014326647564469914
2865181,Alisma subcordatum,Dfb,Warm-summer humid continental climate,248,896,0.2767857142857143
2865181,Alisma subcordatum,Dfa,Hot-summer humid continental climate,321,896,0.35825892857142855
2865181,Alisma subcordatum,Cfa,Humid subtropical climate,290,896,0.3236607142857143
2865181,Alisma subcordatum,Cfb,Temperate oceanic climate,20,896,0.022321428571428572
3004638,Rosa setigera,Dfa,Hot-summer humid continental climate,436,929,0.46932185145317545
3004645,Rosa setigera,Cfa,Humid subtropical climate,453,929,0.4876210979547901
3004638,Rosa setigera,Dfb,Warm-summer humid continental climate,29,929,0.031216361679224973
3004638,Rosa setigera,Cfb,Temperate oceanic climate,6,929,0.006458557588805167
2865181,Alisma subcordatum,BSk,Cold semi-arid (steppe) climate,4,896,0.004464285714285714
3004638,Rosa setigera,Csa,Hot-summer Mediterranean climate,1,929,0.001076426264800861
2865181,Alisma subcordatum,Dwa,Monsoon-influenced hot-summer humid continental climate,1,896,0.0011160714285714285
2865181,Alisma subcordatum,Csa,Hot-summer Mediterranean climate,3,896,0.0033482142857142855
2865181,Alisma subcordatum,BWh,Hot deserts climate,1,896,0.0011160714285714285
2865181,Alisma subcordatum,Dfc,Subarctic climate,2,896,0.002232142857142857
2865181,Alisma subcordatum,NA,NA,5,896,0.005580357142857143
6286185,Rosa setigera,BSh,Hot semi-arid (steppe) climate,2,929,0.002152852529601722
2865181,Alisma subcordatum,Aw,"Tropical savanna, wet",1,896,0.0011160714285714285
3004638,Rosa setigera,Dfc,Subarctic climate,1,929,0.001076426264800861
3004638,Rosa setigera,BWh,Hot deserts climate,1,929,0.001076426264800861
2715260,Cyperus schweinitzii,Dfa,Hot-summer humid continental climate,292,861,0.33914053426248547
2715260,Cyperus schweinitzii,Dfb,Warm-summer humid continental climate,218,861,0.25319396051103366
2715260,Cyperus schweinitzii,Cfa,Humid subtropical climate,93,861,0.10801393728222997
2715260,Cyperus schweinitzii,BSk,Cold semi-arid (steppe) climate,210,861,0.24390243902439024
2715260,Cyperus schweinitzii,Cwa,Monsoon-influenced humid subtropical climate,3,861,0.003484320557491289
2715260,Cyperus schweinitzii,Csb,Warm-summer Mediterranean climate,4,861,0.004645760743321719
2715260,Cyperus schweinitzii,BWh,Hot deserts climate,1,861,0.0011614401858304297
2715260,Cyperus schweinitzii,BWk,Cold desert climate,4,861,0.004645760743321719
2715260,Cyperus schweinitzii,Dwa,Monsoon-influenced hot-summer humid continental climate,20,861,0.023228803716608595
2715260,Cyperus schweinitzii,Dwb,Monsoon-influenced warm-summer humid continental climate,1,861,0.0011614401858304297
2715260,Cyperus schweinitzii,Cfb,Temperate oceanic climate,13,861,0.015098722415795587
2715260,Cyperus schweinitzii,Aw,"Tropical savanna, wet",1,861,0.0011614401858304297
2715260,Cyperus schweinitzii,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,861,0.0011614401858304297
4939681,Malva cretica,Csa,Hot-summer Mediterranean climate,304,495,0.6141414141414141
8109348,Malva cretica,Csb,Warm-summer Mediterranean climate,10,495,0.020202020202020204
8109348,Malva cretica,Cfb,Temperate oceanic climate,6,495,0.012121212121212121
4939681,Malva cretica,Cfa,Humid subtropical climate,5,495,0.010101010101010102
4939681,Malva cretica,NA,NA,43,495,0.08686868686868687
8109348,Malva cretica,Dfc,Subarctic climate,1,495,0.00202020202020202
4939681,Malva cretica,BSk,Cold semi-arid (steppe) climate,125,495,0.25252525252525254
8109348,Malva cretica,BSh,Hot semi-arid (steppe) climate,1,495,0.00202020202020202
2717329,Eleocharis bonariensis,Cfb,Temperate oceanic climate,265,464,0.5711206896551724
2704104,Bothriochloa saccharoides,Am,Tropical monsoon climate,4,724,0.0055248618784530384
2717329,Eleocharis bonariensis,Cwa,Monsoon-influenced humid subtropical climate,9,464,0.01939655172413793
4931986,Bothriochloa saccharoides,Cwa,Monsoon-influenced humid subtropical climate,24,724,0.03314917127071823
2704103,Bothriochloa saccharoides,Cfb,Temperate oceanic climate,114,724,0.1574585635359116
4931986,Bothriochloa saccharoides,Cfa,Humid subtropical climate,124,724,0.1712707182320442
2704103,Bothriochloa saccharoides,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,110,724,0.15193370165745856
2704104,Bothriochloa saccharoides,BSk,Cold semi-arid (steppe) climate,112,724,0.15469613259668508
6448933,Bothriochloa saccharoides,Aw,"Tropical savanna, wet",56,724,0.07734806629834254
6448933,Bothriochloa saccharoides,Af,Tropical rainforest climate,12,724,0.016574585635359115
4931986,Bothriochloa saccharoides,BWk,Cold desert climate,8,724,0.011049723756906077
6448933,Bothriochloa saccharoides,ET,Tundra,2,724,0.0027624309392265192
2717329,Eleocharis bonariensis,Cfa,Humid subtropical climate,64,464,0.13793103448275862
2704103,Bothriochloa saccharoides,BWh,Hot deserts climate,36,724,0.049723756906077346
2704103,Bothriochloa saccharoides,BSh,Hot semi-arid (steppe) climate,51,724,0.07044198895027624
2704104,Bothriochloa saccharoides,Csa,Hot-summer Mediterranean climate,42,724,0.058011049723756904
2704103,Bothriochloa saccharoides,As,Tropical dry savanna climate,5,724,0.006906077348066298
2717329,Eleocharis bonariensis,NA,NA,69,464,0.14870689655172414
2717329,Eleocharis bonariensis,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,26,464,0.05603448275862069
2704103,Bothriochloa saccharoides,Csb,Warm-summer Mediterranean climate,17,724,0.023480662983425413
2717329,Eleocharis bonariensis,Csb,Warm-summer Mediterranean climate,14,464,0.03017241379310345
2717329,Eleocharis bonariensis,BSh,Hot semi-arid (steppe) climate,3,464,0.00646551724137931
4136329,Bothriochloa saccharoides,Cwc,Cold subtropical highland climate or subpolar oceanic climate with dry winters,4,724,0.0055248618784530384
2717329,Eleocharis bonariensis,Csa,Hot-summer Mediterranean climate,8,464,0.017241379310344827
2717329,Eleocharis bonariensis,Aw,"Tropical savanna, wet",3,464,0.00646551724137931
2717329,Eleocharis bonariensis,BSk,Cold semi-arid (steppe) climate,2,464,0.004310344827586207
2717329,Eleocharis bonariensis,ET,Tundra,1,464,0.0021551724137931034
2704103,Bothriochloa saccharoides,Dfa,Hot-summer humid continental climate,3,724,0.004143646408839779
5531376,Fumaria agraria,NA,NA,20,526,0.03802281368821293
5531376,Fumaria agraria,Csa,Hot-summer Mediterranean climate,299,526,0.5684410646387833
5531376,Fumaria agraria,BSk,Cold semi-arid (steppe) climate,60,526,0.11406844106463879
5531376,Fumaria agraria,Cfb,Temperate oceanic climate,37,526,0.07034220532319392
3084850,Disphyma crassifolium,Cfb,Temperate oceanic climate,255,752,0.3390957446808511
3084850,Disphyma crassifolium,NA,NA,95,752,0.12632978723404256
3084850,Disphyma crassifolium,Cfa,Humid subtropical climate,10,752,0.013297872340425532
3084850,Disphyma crassifolium,Csa,Hot-summer Mediterranean climate,87,752,0.11569148936170212
5531376,Fumaria agraria,Csb,Warm-summer Mediterranean climate,57,526,0.10836501901140684
3084850,Disphyma crassifolium,BWh,Hot deserts climate,13,752,0.017287234042553192
3084850,Disphyma crassifolium,BSk,Cold semi-arid (steppe) climate,153,752,0.20345744680851063
5531376,Fumaria agraria,BSh,Hot semi-arid (steppe) climate,4,526,0.0076045627376425855
5531376,Fumaria agraria,BWh,Hot deserts climate,3,526,0.005703422053231939
3084850,Disphyma crassifolium,Csb,Warm-summer Mediterranean climate,64,752,0.0851063829787234
3084850,Disphyma crassifolium,BSh,Hot semi-arid (steppe) climate,66,752,0.08776595744680851
3084850,Disphyma crassifolium,BWk,Cold desert climate,9,752,0.011968085106382979
5531376,Fumaria agraria,BWk,Cold desert climate,9,526,0.017110266159695818
5531376,Fumaria agraria,Dfb,Warm-summer humid continental climate,29,526,0.055133079847908745
5531376,Fumaria agraria,Cfa,Humid subtropical climate,7,526,0.013307984790874524
5531376,Fumaria agraria,Dfc,Subarctic climate,1,526,0.0019011406844106464
7866225,Ranunculus macrophyllus,Csb,Warm-summer Mediterranean climate,24,550,0.04363636363636364
2747340,Crocus biflorus,Cfb,Temperate oceanic climate,78,567,0.13756613756613756
2747340,Crocus biflorus,Dfb,Warm-summer humid continental climate,247,567,0.43562610229276894
2747340,Crocus biflorus,Csa,Hot-summer Mediterranean climate,107,567,0.18871252204585537
7866225,Ranunculus macrophyllus,Csa,Hot-summer Mediterranean climate,427,550,0.7763636363636364
7866225,Ranunculus macrophyllus,NA,NA,7,550,0.012727272727272728
7866225,Ranunculus macrophyllus,Cfb,Temperate oceanic climate,74,550,0.13454545454545455
2747340,Crocus biflorus,Csb,Warm-summer Mediterranean climate,7,567,0.012345679012345678
2747340,Crocus biflorus,Cfa,Humid subtropical climate,108,567,0.19047619047619047
7866225,Ranunculus macrophyllus,BSk,Cold semi-arid (steppe) climate,10,550,0.01818181818181818
2747340,Crocus biflorus,BSk,Cold semi-arid (steppe) climate,7,567,0.012345679012345678
2747340,Crocus biflorus,ET,Tundra,7,567,0.012345679012345678
2747340,Crocus biflorus,Dfc,Subarctic climate,4,567,0.007054673721340388
7866225,Ranunculus macrophyllus,Dfb,Warm-summer humid continental climate,5,550,0.00909090909090909
7866225,Ranunculus macrophyllus,Cfa,Humid subtropical climate,3,550,0.005454545454545455
2747340,Crocus biflorus,Dfa,Hot-summer humid continental climate,1,567,0.001763668430335097
2747340,Crocus biflorus,Dsb,"Warm, dry-summer continental climate",1,567,0.001763668430335097
3094921,Onopordum nervosum,Csa,Hot-summer Mediterranean climate,156,306,0.5098039215686274
3094921,Onopordum nervosum,Csb,Warm-summer Mediterranean climate,20,306,0.06535947712418301
3094921,Onopordum nervosum,Cfb,Temperate oceanic climate,16,306,0.05228758169934641
3094921,Onopordum nervosum,BWk,Cold desert climate,1,306,0.0032679738562091504
4068166,Echium pininana,NA,NA,76,748,0.10160427807486631
3094921,Onopordum nervosum,Cfa,Humid subtropical climate,15,306,0.049019607843137254
4068166,Echium pininana,Cfb,Temperate oceanic climate,503,748,0.6724598930481284
4068166,Echium pininana,Csb,Warm-summer Mediterranean climate,166,748,0.22192513368983957
3094921,Onopordum nervosum,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,306,0.0032679738562091504
3094921,Onopordum nervosum,BSk,Cold semi-arid (steppe) climate,96,306,0.3137254901960784
4068166,Echium pininana,Csa,Hot-summer Mediterranean climate,1,748,0.001336898395721925
3094921,Onopordum nervosum,BWh,Hot deserts climate,1,306,0.0032679738562091504
4068166,Echium pininana,BSk,Cold semi-arid (steppe) climate,1,748,0.001336898395721925
4068166,Echium pininana,BSh,Hot semi-arid (steppe) climate,1,748,0.001336898395721925
2704793,Sporobolus neglectus,Dfa,Hot-summer humid continental climate,116,521,0.22264875239923224
2704793,Sporobolus neglectus,Dfb,Warm-summer humid continental climate,185,521,0.3550863723608445
2859976,Zephyranthes candida,Cfa,Humid subtropical climate,374,804,0.4651741293532338
2704793,Sporobolus neglectus,Dsb,"Warm, dry-summer continental climate",7,521,0.013435700575815739
2704793,Sporobolus neglectus,Cfa,Humid subtropical climate,129,521,0.2476007677543186
2859976,Zephyranthes candida,Aw,"Tropical savanna, wet",133,804,0.1654228855721393
2704793,Sporobolus neglectus,BSk,Cold semi-arid (steppe) climate,10,521,0.019193857965451054
2704793,Sporobolus neglectus,Cfb,Temperate oceanic climate,52,521,0.09980806142034548
2704793,Sporobolus neglectus,Csb,Warm-summer Mediterranean climate,5,521,0.009596928982725527
2859976,Zephyranthes candida,NA,NA,7,804,0.008706467661691543
2859976,Zephyranthes candida,Cwa,Monsoon-influenced humid subtropical climate,87,804,0.10820895522388059
2859976,Zephyranthes candida,Am,Tropical monsoon climate,35,804,0.043532338308457715
2704793,Sporobolus neglectus,Csa,Hot-summer Mediterranean climate,6,521,0.011516314779270634
2859976,Zephyranthes candida,Cfb,Temperate oceanic climate,27,804,0.033582089552238806
2704793,Sporobolus neglectus,Dfc,Subarctic climate,9,521,0.01727447216890595
2859976,Zephyranthes candida,Af,Tropical rainforest climate,8,804,0.009950248756218905
2859976,Zephyranthes candida,BWh,Hot deserts climate,10,804,0.012437810945273632
2859976,Zephyranthes candida,Csb,Warm-summer Mediterranean climate,3,804,0.0037313432835820895
2704793,Sporobolus neglectus,BWk,Cold desert climate,2,521,0.003838771593090211
2859976,Zephyranthes candida,BSh,Hot semi-arid (steppe) climate,84,804,0.1044776119402985
2859976,Zephyranthes candida,BWk,Cold desert climate,2,804,0.0024875621890547263
2859976,Zephyranthes candida,Dwa,Monsoon-influenced hot-summer humid continental climate,4,804,0.004975124378109453
2859976,Zephyranthes candida,BSk,Cold semi-arid (steppe) climate,5,804,0.006218905472636816
2859976,Zephyranthes candida,Csa,Hot-summer Mediterranean climate,7,804,0.008706467661691543
2859976,Zephyranthes candida,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,16,804,0.01990049751243781
2859976,Zephyranthes candida,ET,Tundra,1,804,0.0012437810945273632
2859976,Zephyranthes candida,Dfa,Hot-summer humid continental climate,1,804,0.0012437810945273632
5298051,Iris unguicularis,Csa,Hot-summer Mediterranean climate,451,620,0.7274193548387097
5298051,Iris unguicularis,Csb,Warm-summer Mediterranean climate,58,620,0.0935483870967742
5298051,Iris unguicularis,Cfb,Temperate oceanic climate,44,620,0.07096774193548387
9312065,Iris unguicularis,NA,NA,12,620,0.01935483870967742
7282509,Cylindropuntia rosea,Cfb,Temperate oceanic climate,12,174,0.06896551724137931
7282509,Cylindropuntia rosea,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,5,174,0.028735632183908046
7282509,Cylindropuntia rosea,BSk,Cold semi-arid (steppe) climate,109,174,0.6264367816091954
7701515,Cylindropuntia rosea,Aw,"Tropical savanna, wet",1,174,0.005747126436781609
5298051,Iris unguicularis,Cfa,Humid subtropical climate,33,620,0.0532258064516129
7282509,Cylindropuntia rosea,BSh,Hot semi-arid (steppe) climate,26,174,0.14942528735632185
5298051,Iris unguicularis,BSk,Cold semi-arid (steppe) climate,16,620,0.025806451612903226
5298051,Iris unguicularis,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,3,620,0.004838709677419355
5298051,Iris unguicularis,Dfb,Warm-summer humid continental climate,1,620,0.0016129032258064516
